Success,Search Steps,Search Time
True,4,0.0005009174346923828
False,1000,0.00048828125
False,1000,0.0004928112030029297
True,4,0.0009756088256835938
False,1000,0.0010030269622802734
False,1000,0.0005016326904296875
False,1000,0.0005016326904296875
False,1000,0.0010035037994384766
True,6,0.0005028247833251953
True,6,0.0010030269622802734
True,6,0.0005013942718505859
False,1000,0.0005009174346923828
True,6,0.0004696846008300781
True,7,0.0010006427764892578
True,5,0.0010027885437011719
True,6,0.0005023479461669922
True,6,0.0005331039428710938
False,1000,0.0005018711090087891
True,7,0.0009996891021728516
False,1000,0.0005066394805908203
True,7,0.0005013942718505859
True,6,0.00046634674072265625
True,6,0.0005009174346923828
True,4,0.0010025501251220703
False,1000,0.0010027885437011719
False,1000,0.0010027885437011719
False,1000,0.00046515464782714844
True,5,0.0004992485046386719
False,1000,0.0010025501251220703
True,6,0.0010023117065429688
False,1000,0.0005009174346923828
False,1000,0.0005018711090087891
True,5,0.0010025501251220703
True,4,0.0005002021789550781
False,1000,0.0010242462158203125
False,1000,0.0004985332489013672
False,1000,0.0005059242248535156
True,6,0.0005011558532714844
True,5,0.0010030269622802734
False,1000,0.0004999637603759766
False,1000,0.0010266304016113281
False,1000,0.001035928726196289
True,5,0.0010035037994384766
True,7,0.00048732757568359375
False,1000,0.0010030269622802734
True,6,0.0004992485046386719
True,6,0.0010061264038085938
True,3,0.0010039806365966797
False,1000,0.0005035400390625
False,1000,0.0009953975677490234
False,1000,0.0004677772521972656
False,1000,0.0005018711090087891
True,7,0.0010025501251220703
True,6,0.0010027885437011719
False,1000,0.0005013942718505859
True,6,0.0005288124084472656
False,1000,0.0010027885437011719
True,7,0.0005390644073486328
True,4,0.0004999637603759766
True,7,0.00046443939208984375
False,1000,0.0005025863647460938
True,6,0.0009970664978027344
False,1000,0.0010099411010742188
True,4,0.0010035037994384766
True,7,0.0010023117065429688
False,1000,0.0005033016204833984
False,1000,0.001001596450805664
True,5,0.0010349750518798828
False,1000,0.0009920597076416016
True,7,0.0010156631469726562
False,1000,0.0005314350128173828
True,4,0.0005016326904296875
False,1000,0.0005016326904296875
True,5,0.0004994869232177734
False,1000,0.0010037422180175781
False,1000,0.0005011558532714844
True,3,0.0005011558532714844
False,1000,0.0010025501251220703
True,3,0.0010027885437011719
False,1000,0.0010025501251220703
False,1000,0.0004749298095703125
False,1000,0.0010361671447753906
True,3,0.0009677410125732422
False,1000,0.000499725341796875
False,1000,0.0005011558532714844
False,1000,0.0009999275207519531
True,5,0.0010025501251220703
False,1000,0.0005013942718505859
False,1000,0.0005028247833251953
True,5,0.0009706020355224609
True,4,0.0005009174346923828
False,1000,0.0005011558532714844
False,1000,0.0005023479461669922
True,4,0.0005011558532714844
False,1000,0.0004923343658447266
True,4,0.0005013942718505859
True,5,0.0005013942718505859
True,7,0.0010132789611816406
False,1000,0.0010035037994384766
True,7,0.0004994869232177734
